anatomy_keyword	description	Uberon_term_ID	Uberon_term_name
FMA:61109	Outermost layer of an organ[WP].	UBERON:0001851	cortex
FMA:61112	Transudate contained within the membranous labyrinth.[FMA]	UBERON:0001852	endolymph
FMA:61113	the larger of the two otolith organs in the vestibule	UBERON:0001853	utricle of membranous labyrinth
FMA:61116	the smaller of the two otolith organs in the vestibule	UBERON:0001854	saccule of membranous labyrinth
FMA:61119	An endolymph filled cavity inside the cochlea, located in between the scala tympani and the scala vestibuli, separated by the basilar membrane and Reissner's membrane (the vestibular membrane) respectively. Houses the organ of Corti[WP].	UBERON:0001855	cochlear duct of membranous labyrinth
FMA:61122	Any of the three loop-shaped membranous inner tubular parts of the semicircular canals that are about one-fourth the diameter of the corresponding outer bony canals, that communicate at each end with the utricle, and that have near one end an expanded ampulla containing an area of sensory epithelium	UBERON:0001856	semicircular duct
FMA:61123		UBERON:0001857	anterior semicircular duct
FMA:61126	The semicircular canals are three half-circular, interconnected tubes located inside each ear. The three canals are the horizontal semicircular canal (also known as the lateral semicircular canal), superior semicircular canal (also known as the anterior semicircular canal), and the posterior semicircular canal. The canals are aligned approximately orthogonally to one another. The horizontal canal is aligned roughly horizontally in the head. The superior and anterior canals are aligned roughly at a 45 degree angle to a vertical plane drawn from the nose to the back of the skull. Thus, the horizontal canal detects horizontal head movements (such as when doing a pirouette), while the superior and posterior canals detect vertical head movements. Each canal is filled with a fluid called endolymph and contains a motion sensor with little hairs whose ends are embedded in a gelatinous structure called the cupula. As the skull twists in any direction, the endolymph is thrown into different sections of the canals. The cilia detect when the endolymph rushes past, and a signal is then sent to the brain. The semicircular canals are a component of the Labyrinth. Among species of mammals, the size of the semicircular canals is correlated with their type of locomotion. Specifically, species that are agile and have fast, jerky locomotion have larger canals relative to their body size than those that move more cautiously.	UBERON:0001858	posterior semicircular duct
FMA:61129		UBERON:0001859	lateral semicircular duct
FMA:61175	A surface structure that is the narrowed downward continuation of the conchal space bounded anteriorly by the borders of the tragus, posteriorly by theantitragus, and along its lower lateral margins and inferior boundary by the connection between the first two.	UBERON:0036212	intertragic incisure
FMA:61212	A lymph node that is part of a head.	UBERON:0015870	lymph node of head
FMA:61213	Cervical lymph nodes are lymph nodes found in the neck. [WP,unvetted].	UBERON:0002429	cervical lymph node
FMA:61214	A lymph node located in the back of the head adjacent to the trapezius muscle.	UBERON:0035204	occipital lymph node
FMA:61215	The mastoid lymph nodes (retroauricular lymph nodes, posterior auricular glands), usually two in number, are situated on the mastoid insertion of the Sternocleidomastoideus, beneath the Auricularis posterior. Their afferent vessels drain the posterior part of the temporoparietal region, the upper part of the cranial surface of the auricula or pinna, and the back of the external acoustic meatus; their efferents pass to the superior deep cervical glands.	UBERON:0016392	mastoid lymph node
FMA:61216	A lymph node found near the parotid gland.	UBERON:0015857	parotid lymph node
FMA:61217	A parotid lymph node that is located superficially.	UBERON:0015923	superficial parotid lymph node
FMA:61218	The deep parotid lymph nodes are lymph nodes found below the parotid gland. The afferents of the subparotid glands drain the nasal part of the pharynx and the posterior parts of the nasal cavities. Their efferents pass to the superior deep cervical glands.	UBERON:0016393	deep parotid lymph node
FMA:61219	The preauricular deep parotid lymph nodes (anterior auricular glands or preauricular glands), from one to three in number, lie immediately in front of the tragus. Their afferents drain the lateral surface of the auricula and the skin of the adjacent part of the temporal region; their efferents pass to the superior deep cervical glands.	UBERON:0016394	anterior auricular lymph node
FMA:61220	The infra-auricular deep parotid lymph nodes are a group of lymph nodes found underneath the ear.	UBERON:0016395	infra-auricular lymph node
FMA:61221		UBERON:0016396	intraglandular lymph node
FMA:61222	Any of the lymph nodes that are part of a face.	UBERON:0015871	facial lymph node
FMA:61224	The submandibular lymph nodes (submaxillary glands in older texts), three to six in number, are placed beneath the body of the mandible in the submaxillary triangle, and rest on the superficial surface of the submaxillary salivary gland. One gland, the middle gland of Stahr, which lies on the external maxillary artery as it turns over the mandible, is the most constant of the series; small lymph glands are sometimes found on the deep surface of the submaxillary salivary glands. The afferents of the submaxillary glands drain the medial palpebral commissure, the cheek, the side of the nose, the upper lip, the lateral part of the lower lip, the gums, and the anterior part of the margin of the tongue. Efferent vessels from the facial and submental glands also enter the submaxillary glands. Their efferent vessels pass to the superior deep cervical glands. [WP,unvetted].	UBERON:0002520	submandibular lymph node
FMA:61227	The mandibular lymph node is a lymph node found near the jaw.	UBERON:0015872	mandibular lymph node
FMA:61229	The submental lymph nodes (or suprahyoid) are situated between the anterior bellies of the Digastrici. Their afferents drain the central portions of the lower lip and floor of the mouth and the apex of the tongue. Their efferents pass partly to the submandibular lymph nodes and partly to a gland of the deep cervical group situated on the internal jugular vein at the level of the cricoid cartilage.	UBERON:0016397	submental lymph node
FMA:61230	The anterior cervical lymph nodes are a group of nodes found on the anterior part of the neck.	UBERON:0012307	anterior cervical lymph node
FMA:61232	A cervical lymph nodes are found in proximity to an internal or external jugular vein.	UBERON:0012306	lateral cervical lymph node
FMA:61237	The retropharyngeal lymph nodes, from one to three in number, lie in the buccopharyngeal fascia, behind the upper part of the pharynx and in front of the arch of the atlas, being separated, however, from the latter by the Longus capitis. Their afferents drain the nasal cavities, the nasal part of the pharynx, and the auditory tubes. Their efferents pass to the superior deep cervical glands. They are in the retropharyngeal space.	UBERON:0015869	retropharyngeal lymph node
FMA:61243	A duct connecting the the utricle to the saccule in the membranous labyrinth of the ear.	UBERON:0011774	utriculosaccular duct
FMA:61246	the small membranous canal, connecting with both saccule and utricle of the membranous labyrinth, passing through the aqueduct of vestibule, and terminating in the endolymphatic sac	UBERON:0001860	endolymphatic duct
FMA:61252	The canalis reuniens of Hansen is part of the human inner ear. It connects the lower part of the saccule to the ductus cochlearis near its vestibular extremity.	UBERON:0001861	ductus reuniens
FMA:61255	The part of the membranous labyrinth that includes the utricle and saccule lodged within the vestibule and the semicircular ducts lodged eccentrically in the corresponding canals.	UBERON:0001862	vestibular labyrinth
FMA:61259	The labyrinth is a system of fluid passages in the inner ear, including both the cochlea, which is part of the auditory system, and the vestibular system, which provides the sense of balance. It is named by analogy with the mythical maze that imprisoned the Minotaur, because of its appearance. The bony labyrinth, or osseous labyrinth, is the network of passages with bony walls lined with periosteum. The bony labyrinth is lined with the membranous labyrinth. There is a layer of perilymph between them. The three parts of the bony labyrinth are the vestibule of the ear, the semicircular canals, and the cochlea. The vestibular system is the region of the inner ear where the semicircular canals converge, close to the cochlea (the hearing organ). The vestibular system works with the visual system to keep objects in focus when the head is moving. Joint and muscle receptors also are important in maintaining balance. The brain receives, interprets, and processes the information from these systems that control our balance. [WP,unvetted].	UBERON:0002499	cochlear labyrinth
FMA:61269	the division of the spiral canal of the cochlea lying on the apical side of the spiral lamina and vestibular membrane	UBERON:0001863	scala vestibuli
FMA:61272	the division of the spiral canal of the cochlea lying on the basal side of the spiral lamina	UBERON:0001864	scala tympani
FMA:61275	The part of the cochlear labyrinth where the scala tympani and the scala vestibuli meet. It is the main component of the cochlear apex. The hair cells in this area best detect low frequency sounds.	UBERON:0008813	helicotrema
FMA:61278	the central cone shaped core of spongy bone about which turns the spiral canal	UBERON:0006723	cochlear modiolus
FMA:61289		UBERON:0001865	cartilaginous external acoustic tube
FMA:61290		UBERON:0006496	external acoustic meatus osseus part
FMA:61298		UBERON:0035606	cartilage of external acoustic meatus
FMA:61304	Fatty lubricant matter secreted by sebaceous glands, and made of made of triglyceride oils, wax, squalene, and metabolytes of fat-producing cells[BTO,WP].	UBERON:0001866	sebum
FMA:61339	A cartilage that is part of a external ear [Automatically generated definition].	UBERON:0001867	cartilage of external ear
FMA:61373	The part of the breast that is bordered by the intermammary line and a perpendicular line bisecting the nipple.	UBERON:0035634	quadrant of breast
FMA:61375	The quarter of the breast which is superior and medial.	UBERON:0035542	upper inner quadrant of breast
FMA:61376	The quarter of the breast which is inferior and lateral.	UBERON:0035365	lower outer quadrant of breast
FMA:61377	The quarter of the breast which is inferior and medial.	UBERON:0035477	lower inner quadrant of breast
FMA:61380	The quarter of the breast which is superior and lateral.	UBERON:0035328	upper outer quadrant of breast
FMA:61403	Chyle is a bodily fluid consisting of a milky fluid consisting of lymph and emulsified fats; formed in the small intestine during digestion of ingested fats.	UBERON:0000911	chyle
FMA:61416	A zone of skin that is part of a chest [Automatically generated definition].	UBERON:0001868	skin of chest
FMA:61479	The region below the clavicle.	UBERON:0035168	infraclavicular region
FMA:61520	A raised fleshy area on the palm of the hand near the base of the thumb.	UBERON:0017716	thenar eminence
FMA:61523	Hypothenar refers to a group of three muscles of the palm that control the motion of the little finger. The three muscles are: Abductor digiti minimi Flexor digiti minimi Opponens digiti minimi	UBERON:0017717	hypothenar eminence
FMA:61584	The pit in the center of the abdominal wall marking the point where the umbilical cord entered in the fetus.	UBERON:0007118	umbilicus
FMA:61681	Subdivision of abdominal segment of trunk which in humans is demarcated from the front of the abdomen by the posterior surface of the anterior layer of the thoracolumbar fascia and the anterior surface of the lumbar vertebral column; together with the front of the abdomen, it constitutes the abdomen[Modified from FMA].	UBERON:0005462	lower back
FMA:61695	Anatomical surface, which is the external surface of the whole body. Examples: There is only one body surface.	UBERON:0035159	entire surface of organism
FMA:61734	A tube running from the outer ear to the middle ear. The human ear canal extends from the pinna to the eardrum and is about 26 mm in length and 7 mm in diameter.	UBERON:0001352	external acoustic meatus
FMA:61741	Epithelium that consists of epithelial cells not arranged in one ore more layers.	UBERON:0000488	atypical epithelium
FMA:61817	One of two bilateral, largely symmetrical organ subdivisions within the telencephalon which contain the cerebral cortex and cerebral white matter.[FMA]	UBERON:0001869	cerebral hemisphere
FMA:61819	A cerebral hemisphere that is in the left side of a brain.	UBERON:0002812	left cerebral hemisphere
FMA:61821	A gray matter that is part of a cerebral hemisphere.	UBERON:0005401	cerebral hemisphere gray matter
FMA:61822	White matter that is part of a cerebral hemisphere.	UBERON:0002437	cerebral hemisphere white matter
FMA:61823	Subdivision of telencephalon which is one of a number of subdivisions of each hemisphere separated by both real landmarks (sulci and fissures) and arbitrary boundaries[FMA,modified].	UBERON:0016526	lobe of cerebral hemisphere
FMA:61824	Frontal lobe is the anterior-most of five lobes of the cerebral hemisphere. It is bounded by the central sulcus on its posterior border and by the longitudinal cerebral fissure on its medial border.	UBERON:0016525	frontal lobe
FMA:61825	Lower lateral part of the cerebral hemisphere. (MSH)	UBERON:0001871	temporal lobe
FMA:61826	Upper central part of the cerebral hemisphere. (MSH)	UBERON:0001872	parietal lobe
FMA:61830	The thin layer of gray matter on the surface of the cerebral hemisphere that develops from the telencephalon. It consists of the neocortex (6 layered cortex or isocortex), the hippocampal formation and the olfactory cortex.	UBERON:0000956	cerebral cortex
FMA:61833	Subcortical nucleus of telecephalic origin consisting of an elongated gray mass lying lateral to and bordering the lateral ventricle. It is divided into a head, body and tail in some species.	UBERON:0001873	caudate nucleus
FMA:61834	Subcortical nucleus of telencephalic , which together with the caudate nucleus, forms the striatum. The putamen lies lateral to the internal capsule and medial to the external medullary lamina, and is separated from the caudate nucleus by the fibers of the internal capsule for most of its length, except at its anterior portion.	UBERON:0001874	putamen
FMA:61835	Subcortical nucleus, functionally part of the basal ganglia, which consists of two segments the external (or lateral) and internal (or medial) separated by the medial medullary lamina in primates. In rodents, The globus pallidus lateral is separated from the medial segment by the fibers of the internal capsule/cerebral peduncle.	UBERON:0001875	globus pallidus
FMA:61839	The more lateral of the two segments of the globus pallidus, abutting the putamen	UBERON:0002476	lateral globus pallidus
FMA:61840	The more medial segment of the globus pallidus.	UBERON:0002477	medial globus pallidus
FMA:61841	Subcortical brain region lying anterior to the hippocampal formation in the temporal lobe and anterior to the temporal horn of the lateral ventricle in some species. It is usually subdivided into several groups. Functionally, it is not considered a unitary structure (MM).	UBERON:0001876	amygdala
FMA:61842	Gray matter structure located on the midline of the forebrain consisting of the septum pellucidum (in some species) and the septal nuclei (Heimer, 1996).	UBERON:0000446	septum of telencephalon
FMA:61844	A triangular double membrane, consisting of glial cells and fibers (Heimer, 1996) separating the anterior horns of the lateral ventricles of the brain. It is situated in the median plane and bounded by the corpus callosum and the body and columns of the fornix.	UBERON:0004714	septum pellucidum
FMA:61845	Collection of nerve cells in the medial forebrain lying generally in front of the anterior commissure (Maryann Martone).	UBERON:0002663	septal nuclear complex
FMA:61852	Largest part of the caudate nucleus lying lateral to and protruding into the anterior of the lateral ventricle	UBERON:0002626	head of caudate nucleus
FMA:61853	Part of caudate nucleus lying just dorsal to the thalamus	UBERON:0002630	body of caudate nucleus
FMA:61854	Narrowest part of the caudate nucleus, roughtly defined as that portion that curves ventrally from the body of the caudate nucleus, following the temporal horn of the lateral ventricle	UBERON:0002628	tail of caudate nucleus
FMA:61857	Component of the frontal lobe, lateral aspect. The rostral boundary is the first appearance of the superior frontal sulcus whereas the caudal boundary is the midpoint of the paracentral sulcus on the \"inflated\" surface. The medial and lateral boundaries are the medial aspect of the frontal lobe and the superior frontal sulcus respectively (Christine Fennema-Notestine).	UBERON:0002661	superior frontal gyrus
FMA:61859	Component of the frontal lobe, lateral aspect (Christine Fennema-Notestine).	UBERON:0002702	middle frontal gyrus
FMA:61860	Component of the frontal lobe, lateral aspect. The rostral boundary is the first appearance of the inferior frontal sulcus whereas the caudal boundary is the precentral gyrus. The medial and lateral boundaries are the lateral bank of the inferior frontal sulcus and the medial bank of the lateral orbital sulcus and/or the circular insular sulcus respectively (Christein Fennema-Notestine).	UBERON:0002998	inferior frontal gyrus
FMA:61861		UBERON:0002890	anterior amygdaloid area
FMA:61862	Three layered structure that is located in the caudal aspect of the amygdala bordering the periamygdaloid cortex laterally.	UBERON:0002891	cortical amygdaloid nucleus
FMA:61865		UBERON:0002893	nucleus of lateral olfactory tract
FMA:61866	The sensory interface of the amygdala where plasticity is mediated (Phelps & LeDoux, 2005, http://www.ncbi.nlm.nih.gov/pubmed/ 16242399).	UBERON:0002886	lateral amygdaloid nucleus
FMA:61867		UBERON:0002885	accessory basal amygdaloid nucleus
FMA:61868	Discrete clusters of cells intercalated among the major amygdaloid nuclei. They stain darkly in Nissl stains and have been identified in all mammals. The main groups lie between the lateral-basolateral nuclear coplex and the central and medial nuclei. Additional cell groups have been described by some in other locations (Millhouse, O. E. The intercalated cells of the amygdala. J Comp Neurol 247: 246-271, 1986)., Groups of cells located between the lateral basolateral amygaloid nuclear complex and the central nucleus of the amygdala. They stain darkly in Nissl stains and have been identified in all mammals. (Millhouse, O. E. The intercalated cells of the amygdala. J Comp Neurol 247: 246-271, 1986)	UBERON:0002884	intercalated amygdaloid nuclei
FMA:61869		UBERON:0002729	claustral amygdaloid area
FMA:61874	A space enclosed within the laminae of the septum pelludicum, the membranous partition that seperates the frontal horns of the ventricle. contains cerebrospinal fluid (CSF) that filters from the ventricles through the septal laminae. bounded anteriorly by the genu of the corpus callosum; superiorly by the body of the corpus callosum; posteriorly by the anterior limb and pillars of the fornix; inferiorly by the anterior commissure and the rostrum of the corpus callosum; and laterally by the leaflets of the septum pellucidum.	UBERON:0009857	cavum septum pellucidum
FMA:61877		UBERON:0002931	dorsal septal nucleus
FMA:61878	Regional part of the septal nuclei, lying dorsal and slightly lateral to the medial septal nucleus. The lateral septum receives the bulk of projections of areas projecting to the septal nuclei (Adapted from Brodal, 1981).	UBERON:0002667	lateral septal nucleus
FMA:61879	Cells lying generally in front of Regional_part_of_septal_nuclei, lying ventral to and slightly medial to the lateral septal nucleus. Neurons in this nucleus give rise to the bulk of efferents from the septal nuclei. A major projection from the medial septal nucleus terminates in the hippocampal formation (Adapted from Brodal, 1981).	UBERON:0001877	medial septal nucleus
FMA:61880		UBERON:0002977	triangular septal nucleus
FMA:61881		UBERON:0001878	septofimbrial nucleus
FMA:61882	A brain structure that is part of the septal nuclear complex. It is connected with the hippocampus, hypothalamus and amygdala.	UBERON:0001879	nucleus of diagonal band
FMA:61883		UBERON:0002933	nucleus of anterior commissure
FMA:61884	A brain structure in the forebrain wrapped around the stria terminalis. It's largest extent can be found around the crossing of the anterior commissure[INCF].	UBERON:0001880	bed nucleus of stria terminalis
FMA:61885	A predominantly gray matter structure of the basal telencephalon defined on the basis of Nissl stain. Caudal to the anterior commissure it lies deep to the globus pallidus and dorsal to the amygdala. Rostral to the anterior commissure it lies deep to the striatum. The more rostral portion contains the basal forebrain nucleus ( Anthoney-1994 ). In the late twentieth century the region containing the substantia innominata was resegmented on the basis of neurochemistry and connectivity to constitute the striatopallidal system ( Heimer-1995 ). In this scheme the caudal portion of substantia innominata is located largely in the ventral pallidum and the rostral portion in the ventral striatum. (from Brain Info)	UBERON:0003017	substantia innominata
FMA:61887	A group of neurons in the basal forebrain that has wide projections to the neocortex and is rich in acetylcholine and choline acetyltransferase. It undergoes degeneration in paralysis agitans and Alzheimer's disease.	UBERON:0010010	basal nucleus of telencephalon
FMA:61888	One of the seven small groups of granule cells in the polymorph layer of the olfactory tubercle and one large group, the insula magna, which lies along the border between septum, nucleus accumbens and nucleus of the diagonal band.	UBERON:0001881	island of Calleja
FMA:61889	A region of the brain consisting of a collection of neurons located in the forebrain ventral to the caudate and putamen. (caudoputamen in rodent) and continuous with these structures. There is no distinct boundary between the nucleus accumbens and the caudate/putamen, but in rodents, it can be identified by its lack of traversing fiber bundles in comparison to the dorsal striatum. Its principle neuron is the medium spiny neuron. Together with the neostriatum (caudate nucleus and putamen), the nucleus accumbens forms the striatum.	UBERON:0001882	nucleus accumbens
FMA:61890	The subcallosal area (parolfactory area of Broca, area parolfactoria) is a small triangular field on the medial surface of the hemisphere in front of the subcallosal gyrus, from which it is separated by the posterior parolfactory sulcus; it is continuous below with the olfactory trigone, and above and in front with the cingulate gyrus; it is limited anteriorly by the anterior parolfactory sulcus. [WP,unvetted].	UBERON:0003020	subcallosal area
FMA:61891	Regional part of telencephalon lying on the basal surface and bounded by the olfactory trigone rostrally, the diagonal band medially and caudally and the prepiriform cortex laterally. It is characterized by many perforations caused by small blood vessels entering the gray matter (Meyer et al., J. Comp. Neurol 284: 405, 1989).	UBERON:0018141	anterior perforated substance
FMA:61893	The portion of the frontal lobe medial to the medial orbital gyrus is named the gyrus rectus (or straight gyrus), and is continuous with the superior frontal gyrus on the medial surface. A specific function for the gyrus rectus has not yet been elucidated.	UBERON:0004671	gyrus rectus
FMA:61894	Component of the frontal lobe. The appearance and disappearance of the central sulcus is the rostral and caudal boundaries of the precentral gyrus respectively. The medial boundary is specific frontal gyri (superior, middle and inferior) whereas the lateral boundary is the medial bank of the central sulcus (Christine Fennema-Notestine).	UBERON:0002703	precentral gyrus
FMA:61896	Component of the parietal lobe. The appearance and disappearance of the central sulcus were the rostral and caudal boundaries of the postcentral gyrus respectively. The medial and lateral boundaries were the lateral bank of the precentral gyrus and the lateral fissure and/or the medial bank of the superior parietal gyrus respectively (Christine Fennema-Notestine).	UBERON:0002581	postcentral gyrus
FMA:61897	Component of the parietal lobe. The first coronal slice between the superior temporal gyrus and the postcentral gyrus where the supramarginal gyrus appears was the rostral boundary whereas the slice where the supramarginal gyrus becomes continuous with the superior parietal gyrus was the caudal boundary. The medial and lateral boundaries were the lateral banks of the intraparietal sulcus and the medial banks of the lateral fissure and/or the superior temporal gyrus respectively (Christine Fennema-Notestine).	UBERON:0002688	supramarginal gyrus
FMA:61898	Part of inferior parietal lobule formed by the cortex surrounding the upturned end of the superior temporal sulcus (Nolte, The Human Brain, 6th ed, 2009, pg 659)	UBERON:0002686	angular gyrus
FMA:61899	Copmonent of the parietal lobe. The rostral and caudal boundaries of the superior parietal cortex were the precentral gyrus and lateral occipital cortex respectively. The medial and lateral boundaries were the precuneus and/or cuneus cortex and the infererior parietal cortex respectively (Christine Fennema-Notestine).	UBERON:0006094	superior parietal cortex
FMA:61900	Component of the pareital lobe. The rostral boundary was the posterior extent of the paracentral lobule whereas the caudal boundary was the lingual gyrus. The medial and lateral boundaries were the parieto-occipital fissure and the superior parietal gyrus respectively (Christine Fennema-Notestine).	UBERON:0006093	precuneus cortex
FMA:61901		UBERON:0002948	superior occipital gyrus
FMA:61902	Component of the occipital lobe. The rostral and caudal boundaries of the lateral occipital cortex were the superior parietal gyrus and as the last visible portion of occipital cortex respectively. The medial and lateral boundaries were the cuneus/pericalcarine cortex and the inferior temporal/inferior parietal gyri respectively (Christine Fennema-Notestine).	UBERON:0006114	lateral occipital cortex
FMA:61903	Component of the occipital lobe. The rostral boundary was the first coronal slice above the calcarine sulcus where the cuneus cortex becomes visible whereas the caudal boundary was the last slice where the calcarine sulcus was visualized. The medial boundary was the most medial portion of the occipital and parietal cortices. The superio-lateral boundary was the parieto-occipital fissure whereas the inferolateral boundary was the pericalcarine cortex (Christine Fennema-Notestine).	UBERON:0006092	cuneus cortex
FMA:61904	Component of the occipital lobe. The rostral boundary of the lingual gyrus was the posterior extent of the parahippocampal gyrus whereas the caudal boundary was the most posterior coronal slice where the gyrus could be visualized. The medial and lateral boundaries were the medial portion of the temporal and occipital cortices and the medial bank of the collateral sulcus respectively (Christine Fennema-Notestine).	UBERON:0002943	lingual gyrus
FMA:61905	Component of the temporal lobe, lateral aspect. The rostral boundary is the rostral extent of the ssuperior temporal sulcus. The caudal boundary is the cauday portion of the superior temporal gyrus (posterior to becoming continuous with the supramarginal gyrus). The medial boundary is the lateral fissure (and when present the supramarginal gyrus), and the lateral boundary is the superior temporal suclus (Christine Fennema-Notestine).	UBERON:0002769	superior temporal gyrus
FMA:61906	Component of the temporal lobe, lateral aspect. The rostral boundary is the rostral extent of the superior temporal sulcus whereas the caudal boundary is the temporo-occipital incisure on the cortical surface. The superior temporal sulcus is the medial boundary and the inferior temporal sulcus is the lateral boundary (Christine Fennema-Notestine).	UBERON:0002771	middle temporal gyrus
FMA:61907	Component of the temporal lobe, lateral aspect. The rostral boundary is the rostral extent of the inferior temporal sulcus whereas the caudal boundary is designated as the temporo-occipital incisure on the cortical surface. The occipitotemporal sulcus is the medial boundary and the inferior temporal sulcus is the lateral boundary (Christine Fennema-Notestine).	UBERON:0002751	inferior temporal gyrus
FMA:61908	The fusiform gyrus is part of the temporal lobe. It is also known as the (discontinuous) occipitotemporal gyrus. Other sources have the fusiform gyrus above the occipitotemporal gyrus and underneath the parahippocampal gyrus. [WP,unvetted].	UBERON:0002766	fusiform gyrus
FMA:61909	The transverse temporal gyri (also called Heschl's gyri or Heschl's convolutions) are found in the area of primary auditory cortex in the superior temporal gyrus of the human brain, occupying Brodmann areas 41 and 42. It is the first cortical structure to process incoming auditory information. Anatomically, the transverse temporal gyri are distinct in that they run mediolaterally (towards the center of the brain) rather than dorsiventrally (front to back) as all other temporal lobe gyri run. The Heschl's gyri are named after Richard L. Heschl.	UBERON:0002773	anterior transverse temporal gyrus
FMA:6191	A nerve that arises from the caudal cervical nerves and is primarily the motor nerve of the diaphragm but also sends sensory fibers to the pericardium.	UBERON:0001884	phrenic nerve
FMA:61910		UBERON:0002774	posterior transverse temporal gyrus
FMA:61916		UBERON:0002756	anterior cingulate gyrus
FMA:61918	Component of the temporal lobe on the mesial surface, posterior to the entorhinal cortex. The rostral and caudal boundaries are the posterior end of the netorhinal cortex and the caudal portion of the hippocampus, respectively. The medial boudnary is designated as the medial aspect off the temporal lobe and the lateral boundary is the collateral sulcus (Christine Fennema-Notestine).	UBERON:0002973	parahippocampal gyrus
FMA:61919	The paraterminal gyrus (subcallosal gyrus, peduncle of the corpus callosum) is a narrow lamina on the medial surface of the hemisphere in front of the lamina terminalis, behind the parolfactory area, and below the rostrum of the corpus callosum. It is continuous around the genu of the corpus callosum with the supracallosal gyrus. [WP,unvetted].	UBERON:0002603	paraterminal gyrus
FMA:61920		UBERON:0002665	supracallosal gyrus
FMA:61921	A small paired band that passes around the splenium of the corpus callosum from the lateral longitudinal stria to the dentate gyrus[Biology-Online]. A posterior and upward extension of the dentate gyrus, forming a transitional area between the dentate gyrus and the indusium griseum[BTO].	UBERON:0002601	fasciolar gyrus
FMA:61922	Part of the hippocampal formation forming a 'V' or 'U' shaped structure with the opening bounded by hippocampal area CA3. It consists of 3 layers from superficial to deep: molecular, granule cell and polymorphic or hilar layer.	UBERON:0001885	dentate gyrus of hippocampal formation
FMA:61924	The posterior cingulate cortex is the backmost part of the cingulate cortex, lying behind the anterior cingulate cortex. This is the upper part of the 'limbic lobe'. The cingulate cortex is made up of an area around the midline of the brain. Surrounding areas include the retrosplenial cortex and the precuneus. Cytoarchitectonically posterior cingulate cortex is associated with Brodmann areas 23 and 31. [WP,unvetted].	UBERON:0002740	posterior cingulate gyrus
FMA:61934	A network formed by blood vessels and the tela choroidea which secretes CSF into the ventricular spaces.	UBERON:0001886	choroid plexus
FMA:61935	System pertaining to blood vessels in the brain.	UBERON:0008998	vasculature of brain
FMA:61939	The semioval center is the white matter found underneath the grey matter on the surface of the cerebrum. The term is synonymous with cerebral white matter. The white matter, located in each hemisphere between the cerebral cortex and nuclei, as a whole has a semioval shape. It consists of cortical projection fibers, association fibers and cortical fibers.	UBERON:0008967	centrum semiovale
FMA:61940		UBERON:0022260	radiation of cerebral hemisphere
FMA:61941	The optic radiation (also known as the geniculo-calcarine tract or as the geniculostriate pathway) is a collection of axons from relay neurons in the lateral geniculate nucleus of the thalamus carrying visual information to the visual cortex (also called striate cortex) along the calcarine fissure. There is one such tract on each side of the brain.	UBERON:0022264	optic radiation
FMA:61944		UBERON:0034678	forceps minor of corpus callosum
FMA:61945	The part of the corpus callosum that projects posteriorly and inferiorly from the anteriormost genu.	UBERON:0015703	rostrum of corpus callosum
FMA:61946	Part of corpus callosum comprising the \"kneelike\" anterior bend (adapted from Nolte, The Human Brain, 6th ed., 2009 pg 664)	UBERON:0015599	genu of corpus callosum
FMA:61947	An area within the corpus callosum, a white matter structure within the cleft that separates the left and right cerebral hemispheres in the mammalian brain, between the genu (anterior region) and the splenium (posterior region).	UBERON:0015510	body of corpus callosum
FMA:61948	The posterior end of the corpus callosum. It overlaps the tela chorioidea of the third ventricle and the mid-brain, and ends in a thick, convex, free border.	UBERON:0015708	splenium of the corpus callosum
FMA:61949		UBERON:0034676	forceps major of corpus callosum
FMA:61950	White matter regional part of brain which is flanked by nuclear masses, consisting of both afferent and efferent fibers projecting between the cerebral cortex and the brainstem and spinal cord. It consists of three distinct parts: an anterior limb, posterior limb, and genu. (Adapted from MSH by Maryann Martone).	UBERON:0001887	internal capsule of telencephalon
FMA:61951		UBERON:0014525	limb of internal capsule of telencephalon
FMA:61952	Portion of internal capsule lying between the lenticular nucleus and the head of the caudate nucleus.	UBERON:0014526	anterior limb of internal capsule
FMA:61954	Portion of internal capsule lying between the globus pallidus and the thalamus (Nolte, The Human Brain, 6th ed., 2009, pg 409, modified by MM)	UBERON:0014527	posterior limb of internal capsule
FMA:61957		UBERON:0034749	retrolenticular part of internal capsule
FMA:61959	Any of the series of white matter fiber tracts in the brain that run between the most lateral segment of the lentiform nucleus and the claustrum; the white matter of the external capsule contains fibers known as corticocortical association fibers which are responsible for connecting the cerebral cortex to another cortical area; the capsule appears as a thin white sheet of white matter and provides a route for cholinergic fibers from the basal forebrain to the cerebral cortex; it eventually joins the internal capsule around the lentiform nucleus.	UBERON:0004545	external capsule of telencephalon
FMA:61960	Thin band of fibers separating the claustrum from the insular cortex	UBERON:0014528	extreme capsule
FMA:61961	A bundle of myelinated nerve fibers passing transversely through the lamina terminalis and connecting symmetrical parts of the two cerebral hemispheres; it consists of a smaller anterior part (pars anterior commissurae anterioris) and a larger posterior part (pars posterior commissurae anterioris).	UBERON:0000935	anterior commissure
FMA:61963	The horseshoe-shaped tract that connects the two olfactory bulbs.	UBERON:0003039	anterior commissure anterior part
FMA:61964	The major forebrain commissure that connects the two temporal lobes of the cortex.	UBERON:0003043	posterior part of anterior commissure
